gid,name,tactic_id,tactic,TTP,technique,description
G1016,FIN13,TA0007,Discovery,T1016,System Network Configuration Discovery,[FIN13](https://attack.mitre.org/groups/G1016) has used `nslookup` and `ipconfig` for network reconnaissance efforts. [FIN13](https://attack.mitre.org/groups/G1016) has also utilized a compromised Symantec Altiris console and LanDesk account to retrieve network information.(Citation: Mandiant FIN13 Aug 2022)(Citation: Sygnia Elephant Beetle Jan 2022)
G1016,FIN13,TA0007,Discovery,T1016.001,Internet Connection Discovery,[FIN13](https://attack.mitre.org/groups/G1016) has used `Ping` and `tracert` for network reconnaissance efforts.(Citation: Mandiant FIN13 Aug 2022)
G1016,FIN13,TA0007,Discovery,T1049,System Network Connections Discovery,[FIN13](https://attack.mitre.org/groups/G1016) has used `netstat` and other net  commands for network reconnaissance efforts.(Citation: Mandiant FIN13 Aug 2022)
G1016,FIN13,TA0006,Credential Access,T1552,Unsecured Credentials,nan
G1016,FIN13,TA0006,Credential Access,T1552.001,Credentials In Files,[FIN13](https://attack.mitre.org/groups/G1016) has obtained administrative credentials by browsing through local files on a compromised machine.(Citation: Sygnia Elephant Beetle Jan 2022)
G1016,FIN13,TA0005,Defense Evasion,T1550,Use Alternate Authentication Material,nan
G1016,FIN13,TA0008,Lateral Movement,T1550,Use Alternate Authentication Material,nan
G1016,FIN13,TA0005,Defense Evasion,T1550.002,Pass the Hash,[FIN13](https://attack.mitre.org/groups/G1016) has used the PowerShell utility `Invoke-SMBExec` to execute the pass the hash method for lateral movement within an compromised environment.(Citation: Mandiant FIN13 Aug 2022)
G1016,FIN13,TA0008,Lateral Movement,T1550.002,Pass the Hash,[FIN13](https://attack.mitre.org/groups/G1016) has used the PowerShell utility `Invoke-SMBExec` to execute the pass the hash method for lateral movement within an compromised environment.(Citation: Mandiant FIN13 Aug 2022)
G1016,FIN13,TA0003,Persistence,T1078,Valid Accounts,nan
G1016,FIN13,TA0004,Privilege Escalation,T1078,Valid Accounts,nan
G1016,FIN13,TA0005,Defense Evasion,T1078,Valid Accounts,nan
G1016,FIN13,TA0003,Persistence,T1078.001,Default Accounts,[FIN13](https://attack.mitre.org/groups/G1016) has leveraged default credentials for authenticating myWebMethods (WMS) and QLogic web management interface to gain initial access.(Citation: Sygnia Elephant Beetle Jan 2022)
G1016,FIN13,TA0004,Privilege Escalation,T1078.001,Default Accounts,[FIN13](https://attack.mitre.org/groups/G1016) has leveraged default credentials for authenticating myWebMethods (WMS) and QLogic web management interface to gain initial access.(Citation: Sygnia Elephant Beetle Jan 2022)
G1016,FIN13,TA0005,Defense Evasion,T1078.001,Default Accounts,[FIN13](https://attack.mitre.org/groups/G1016) has leveraged default credentials for authenticating myWebMethods (WMS) and QLogic web management interface to gain initial access.(Citation: Sygnia Elephant Beetle Jan 2022)
G1016,FIN13,TA0002,Execution,T1047,Windows Management Instrumentation,[FIN13](https://attack.mitre.org/groups/G1016) has utilized `WMI` to execute commands and move laterally on compromised Windows machines.(Citation: Mandiant FIN13 Aug 2022)(Citation: Sygnia Elephant Beetle Jan 2022)
G0037,FIN6,TA0004,Privilege Escalation,T1134,Access Token Manipulation,[FIN6](https://attack.mitre.org/groups/G0037) has used has used Metasploit’s named-pipe impersonation technique to escalate privileges.(Citation: FireEye FIN6 Apr 2019)
G0037,FIN6,TA0005,Defense Evasion,T1134,Access Token Manipulation,[FIN6](https://attack.mitre.org/groups/G0037) has used has used Metasploit’s named-pipe impersonation technique to escalate privileges.(Citation: FireEye FIN6 Apr 2019)
G0037,FIN6,TA0007,Discovery,T1087,Account Discovery,nan
G0037,FIN6,TA0007,Discovery,T1087.002,Domain Account,[FIN6](https://attack.mitre.org/groups/G0037) has used Metasploit’s [PsExec](https://attack.mitre.org/software/S0029) NTDSGRAB module to obtain a copy of the victim's Active Directory database.(Citation: FireEye FIN6 April 2016)
G0037,FIN6,TA0003,Persistence,T1547,Boot or Logon Autostart Execution,nan
G0037,FIN6,TA0004,Privilege Escalation,T1547,Boot or Logon Autostart Execution,nan
G0037,FIN6,TA0003,Persistence,T1547.001,Registry Run Keys / Startup Folder,[FIN6](https://attack.mitre.org/groups/G0037) has used Registry Run keys to establish persistence for its downloader tools known as HARDTACK and SHIPBREAD.(Citation: FireEye FIN6 April 2016)
G0037,FIN6,TA0004,Privilege Escalation,T1547.001,Registry Run Keys / Startup Folder,[FIN6](https://attack.mitre.org/groups/G0037) has used Registry Run keys to establish persistence for its downloader tools known as HARDTACK and SHIPBREAD.(Citation: FireEye FIN6 April 2016)
G0037,FIN6,TA0006,Credential Access,T1110,Brute Force,nan
G0037,FIN6,TA0006,Credential Access,T1110.002,Password Cracking,[FIN6](https://attack.mitre.org/groups/G0037) has extracted password hashes from ntds.dit to crack offline.(Citation: FireEye FIN6 April 2016)
G0037,FIN6,TA0002,Execution,T1059,Command and Scripting Interpreter,"[FIN6](https://attack.mitre.org/groups/G0037) has used scripting to iterate through a list of compromised PoS systems, copy data to a log file, and remove the original data files.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019)"
G0037,FIN6,TA0002,Execution,T1059.001,PowerShell,"[FIN6](https://attack.mitre.org/groups/G0037) has used PowerShell to gain access to merchant's networks, and a Metasploit PowerShell module to download and execute shellcode and to set up a local listener.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019)(Citation: Visa FIN6 Feb 2019)"
G0037,FIN6,TA0002,Execution,T1059.003,Windows Command Shell,[FIN6](https://attack.mitre.org/groups/G0037) has used kill.bat script to disable security tools.(Citation: FireEye FIN6 Apr 2019)
G0037,FIN6,TA0002,Execution,T1059.007,JavaScript,[FIN6](https://attack.mitre.org/groups/G0037) has used malicious JavaScript to steal payment card data from e-commerce sites.(Citation: Trend Micro FIN6 October 2019)
G0037,FIN6,TA0006,Credential Access,T1555,Credentials from Password Stores,[FIN6](https://attack.mitre.org/groups/G0037) has used the Stealer One credential stealer to target e-mail and file transfer utilities including FTP.(Citation: Visa FIN6 Feb 2019)
G0037,FIN6,TA0006,Credential Access,T1555.003,Credentials from Web Browsers,[FIN6](https://attack.mitre.org/groups/G0037) has used the Stealer One credential stealer to target web browsers.(Citation: Visa FIN6 Feb 2019)
G0037,FIN6,TA0004,Privilege Escalation,T1068,Exploitation for Privilege Escalation,"[FIN6](https://attack.mitre.org/groups/G0037) has used tools to exploit Windows vulnerabilities in order to escalate privileges. The tools targeted CVE-2013-3660, CVE-2011-2005, and CVE-2010-4398, all of which could allow local users to access kernel-level privileges.(Citation: FireEye FIN6 April 2016)"
G0037,FIN6,TA0005,Defense Evasion,T1562,Impair Defenses,nan
G0037,FIN6,TA0005,Defense Evasion,T1562.001,Disable or Modify Tools,[FIN6](https://attack.mitre.org/groups/G0037) has deployed a utility script named kill.bat to disable anti-virus.(Citation: FireEye FIN6 Apr 2019)
G0037,FIN6,TA0005,Defense Evasion,T1070,Indicator Removal,nan
G0037,FIN6,TA0005,Defense Evasion,T1070.004,File Deletion,[FIN6](https://attack.mitre.org/groups/G0037) has removed files from victim machines.(Citation: FireEye FIN6 April 2016)
G0037,FIN6,TA0005,Defense Evasion,T1036,Masquerading,nan
G0037,FIN6,TA0005,Defense Evasion,T1036.004,Masquerade Task or Service,"[FIN6](https://attack.mitre.org/groups/G0037) has renamed the ""psexec"" service name to ""mstdc"" to masquerade as a legitimate Windows service.(Citation: FireEye FIN6 Apr 2019)"
G0037,FIN6,TA0007,Discovery,T1046,Network Service Discovery,"[FIN6](https://attack.mitre.org/groups/G0037) used publicly available tools (including Microsoft's built-in SQL querying tool, osql.exe) to map the internal network and conduct reconnaissance against Active Directory, Structured Query Language (SQL) servers, and NetBIOS.(Citation: FireEye FIN6 April 2016)"
G0037,FIN6,TA0005,Defense Evasion,T1027,Obfuscated Files or Information,nan
G0037,FIN6,TA0005,Defense Evasion,T1027.010,Command Obfuscation,[FIN6](https://attack.mitre.org/groups/G0037) has used encoded PowerShell commands.(Citation: Visa FIN6 Feb 2019)
G0037,FIN6,TA0006,Credential Access,T1003,OS Credential Dumping,nan
G0037,FIN6,TA0006,Credential Access,T1003.001,LSASS Memory,[FIN6](https://attack.mitre.org/groups/G0037) has used [Windows Credential Editor](https://attack.mitre.org/software/S0005) for credential dumping.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019)
G0037,FIN6,TA0006,Credential Access,T1003.003,NTDS,[FIN6](https://attack.mitre.org/groups/G0037) has used Metasploit’s [PsExec](https://attack.mitre.org/software/S0029) NTDSGRAB module to obtain a copy of the victim's Active Directory database.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019)
G0037,FIN6,TA0008,Lateral Movement,T1021,Remote Services,nan
G0037,FIN6,TA0008,Lateral Movement,T1021.001,Remote Desktop Protocol,[FIN6](https://attack.mitre.org/groups/G0037) used RDP to move laterally in victim networks.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019)
G0037,FIN6,TA0007,Discovery,T1018,Remote System Discovery,"[FIN6](https://attack.mitre.org/groups/G0037) used publicly available tools (including Microsoft's built-in SQL querying tool, osql.exe) to map the internal network and conduct reconnaissance against Active Directory, Structured Query Language (SQL) servers, and NetBIOS.(Citation: FireEye FIN6 April 2016)"
G0037,FIN6,TA0002,Execution,T1053,Scheduled Task/Job,nan
G0037,FIN6,TA0003,Persistence,T1053,Scheduled Task/Job,nan
G0037,FIN6,TA0004,Privilege Escalation,T1053,Scheduled Task/Job,nan
G0037,FIN6,TA0002,Execution,T1053.005,Scheduled Task,"[FIN6](https://attack.mitre.org/groups/G0037) has used scheduled tasks to establish persistence for various malware it uses, including downloaders known as HARDTACK and SHIPBREAD and [FrameworkPOS](https://attack.mitre.org/software/S0503).(Citation: FireEye FIN6 April 2016)"
G0037,FIN6,TA0003,Persistence,T1053.005,Scheduled Task,"[FIN6](https://attack.mitre.org/groups/G0037) has used scheduled tasks to establish persistence for various malware it uses, including downloaders known as HARDTACK and SHIPBREAD and [FrameworkPOS](https://attack.mitre.org/software/S0503).(Citation: FireEye FIN6 April 2016)"
G0037,FIN6,TA0004,Privilege Escalation,T1053.005,Scheduled Task,"[FIN6](https://attack.mitre.org/groups/G0037) has used scheduled tasks to establish persistence for various malware it uses, including downloaders known as HARDTACK and SHIPBREAD and [FrameworkPOS](https://attack.mitre.org/software/S0503).(Citation: FireEye FIN6 April 2016)"
G0037,FIN6,TA0005,Defense Evasion,T1553,Subvert Trust Controls,nan
G0037,FIN6,TA0005,Defense Evasion,T1553.002,Code Signing,[FIN6](https://attack.mitre.org/groups/G0037) has used Comodo code-signing certificates.(Citation: Security Intelligence More Eggs Aug 2019)
G0037,FIN6,TA0002,Execution,T1569,System Services,nan
G0037,FIN6,TA0002,Execution,T1569.002,Service Execution,[FIN6](https://attack.mitre.org/groups/G0037) has created Windows services to execute encoded PowerShell commands.(Citation: FireEye FIN6 Apr 2019)
G0037,FIN6,TA0002,Execution,T1204,User Execution,nan
G0037,FIN6,TA0002,Execution,T1204.002,Malicious File,[FIN6](https://attack.mitre.org/groups/G0037) has used malicious documents to lure victims into allowing execution of PowerShell scripts.(Citation: Visa FIN6 Feb 2019)
G0037,FIN6,TA0003,Persistence,T1078,Valid Accounts,"To move laterally on a victim network, [FIN6](https://attack.mitre.org/groups/G0037) has used credentials stolen from various systems on which it gathered usernames and password hashes.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019)(Citation: Visa FIN6 Feb 2019)"
G0037,FIN6,TA0004,Privilege Escalation,T1078,Valid Accounts,"To move laterally on a victim network, [FIN6](https://attack.mitre.org/groups/G0037) has used credentials stolen from various systems on which it gathered usernames and password hashes.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019)(Citation: Visa FIN6 Feb 2019)"
G0037,FIN6,TA0005,Defense Evasion,T1078,Valid Accounts,"To move laterally on a victim network, [FIN6](https://attack.mitre.org/groups/G0037) has used credentials stolen from various systems on which it gathered usernames and password hashes.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019)(Citation: Visa FIN6 Feb 2019)"
G0037,FIN6,TA0002,Execution,T1047,Windows Management Instrumentation,[FIN6](https://attack.mitre.org/groups/G0037) has used WMI to automate the remote execution of PowerShell scripts.(Citation: Security Intelligence More Eggs Aug 2019)
G0046,FIN7,TA0003,Persistence,T1547,Boot or Logon Autostart Execution,nan
G0046,FIN7,TA0004,Privilege Escalation,T1547,Boot or Logon Autostart Execution,nan
G0046,FIN7,TA0003,Persistence,T1547.001,Registry Run Keys / Startup Folder,"[FIN7](https://attack.mitre.org/groups/G0046) malware has created Registry Run and RunOnce keys to establish persistence, and has also added items to the Startup folder.(Citation: FireEye FIN7 April 2017)(Citation: FireEye FIN7 Aug 2018)"
G0046,FIN7,TA0004,Privilege Escalation,T1547.001,Registry Run Keys / Startup Folder,"[FIN7](https://attack.mitre.org/groups/G0046) malware has created Registry Run and RunOnce keys to establish persistence, and has also added items to the Startup folder.(Citation: FireEye FIN7 April 2017)(Citation: FireEye FIN7 Aug 2018)"
G0046,FIN7,TA0002,Execution,T1059,Command and Scripting Interpreter,[FIN7](https://attack.mitre.org/groups/G0046) used SQL scripts to help perform tasks on the victim's machine.(Citation: FireEye FIN7 Aug 2018)(Citation: Flashpoint FIN 7 March 2019)(Citation: FireEye FIN7 Aug 2018)
G0046,FIN7,TA0002,Execution,T1059.001,PowerShell,[FIN7](https://attack.mitre.org/groups/G0046) used a PowerShell script to launch shellcode that retrieved an additional payload.(Citation: FireEye FIN7 April 2017)(Citation: Morphisec FIN7 June 2017)(Citation: FBI Flash FIN7 USB)(Citation: Mandiant FIN7 Apr 2022)
G0046,FIN7,TA0002,Execution,T1059.003,Windows Command Shell,[FIN7](https://attack.mitre.org/groups/G0046) used the command prompt to launch commands on the victim’s machine.(Citation: FireEye FIN7 Aug 2018)(Citation: Flashpoint FIN 7 March 2019)(Citation: Mandiant FIN7 Apr 2022)
G0046,FIN7,TA0002,Execution,T1059.005,Visual Basic,[FIN7](https://attack.mitre.org/groups/G0046) used VBS scripts to help perform tasks on the victim's machine.(Citation: FireEye FIN7 Aug 2018)(Citation: Flashpoint FIN 7 March 2019)(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0002,Execution,T1059.007,JavaScript,[FIN7](https://attack.mitre.org/groups/G0046) used JavaScript scripts to help perform tasks on the victim's machine.(Citation: FireEye FIN7 Aug 2018)(Citation: Flashpoint FIN 7 March 2019)(Citation: FireEye FIN7 Aug 2018)
G0046,FIN7,TA0003,Persistence,T1543,Create or Modify System Process,nan
G0046,FIN7,TA0004,Privilege Escalation,T1543,Create or Modify System Process,nan
G0046,FIN7,TA0003,Persistence,T1543.003,Windows Service,[FIN7](https://attack.mitre.org/groups/G0046) created new Windows services and added them to the startup directories for persistence.(Citation: FireEye FIN7 Aug 2018)
G0046,FIN7,TA0004,Privilege Escalation,T1543.003,Windows Service,[FIN7](https://attack.mitre.org/groups/G0046) created new Windows services and added them to the startup directories for persistence.(Citation: FireEye FIN7 Aug 2018)
G0046,FIN7,TA0003,Persistence,T1546,Event Triggered Execution,nan
G0046,FIN7,TA0004,Privilege Escalation,T1546,Event Triggered Execution,nan
G0046,FIN7,TA0003,Persistence,T1546.011,Application Shimming,[FIN7](https://attack.mitre.org/groups/G0046) has used application shim databases for persistence.(Citation: FireEye FIN7 Shim Databases)
G0046,FIN7,TA0004,Privilege Escalation,T1546.011,Application Shimming,[FIN7](https://attack.mitre.org/groups/G0046) has used application shim databases for persistence.(Citation: FireEye FIN7 Shim Databases)
G0046,FIN7,TA0008,Lateral Movement,T1210,Exploitation of Remote Services,[FIN7](https://attack.mitre.org/groups/G0046) has exploited ZeroLogon (CVE-2020-1472) against vulnerable domain controllers.(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0002,Execution,T1559,Inter-Process Communication,nan
G0046,FIN7,TA0002,Execution,T1559.002,Dynamic Data Exchange,[FIN7](https://attack.mitre.org/groups/G0046) spear phishing campaigns have included malicious Word documents with DDE execution.(Citation: CyberScoop FIN7 Oct 2017)
G0046,FIN7,TA0005,Defense Evasion,T1036,Masquerading,nan
G0046,FIN7,TA0005,Defense Evasion,T1036.004,Masquerade Task or Service,[FIN7](https://attack.mitre.org/groups/G0046) has created a scheduled task named “AdobeFlashSync” to establish persistence.(Citation: Morphisec FIN7 June 2017)
G0046,FIN7,TA0005,Defense Evasion,T1036.005,Match Legitimate Name or Location,[FIN7](https://attack.mitre.org/groups/G0046) has attempted to run Darkside ransomware with the filename sleep.exe.(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0005,Defense Evasion,T1027,Obfuscated Files or Information,nan
G0046,FIN7,TA0005,Defense Evasion,T1027.001,Binary Padding,[FIN7](https://attack.mitre.org/groups/G0046) has used random junk code to obfuscate malware code.(Citation: Mandiant FIN7 Apr 2022)
G0046,FIN7,TA0005,Defense Evasion,T1027.010,Command Obfuscation,"[FIN7](https://attack.mitre.org/groups/G0046) has used fragmented strings, environment variables, standard input (stdin), and native character-replacement functionalities to obfuscate commands.(Citation: FireEye Obfuscation June 2017)(Citation: FireEye FIN7 Aug 2018)(Citation: CrowdStrike Carbon Spider August 2021)"
G0046,FIN7,TA0007,Discovery,T1069,Permission Groups Discovery,nan
G0046,FIN7,TA0007,Discovery,T1069.002,Domain Groups,"[FIN7](https://attack.mitre.org/groups/G0046) has used the command `net group ""domain admins"" /domain` to enumerate domain groups.(Citation: Mandiant FIN7 Apr 2022)"
G0046,FIN7,TA0008,Lateral Movement,T1021,Remote Services,nan
G0046,FIN7,TA0008,Lateral Movement,T1021.001,Remote Desktop Protocol,[FIN7](https://attack.mitre.org/groups/G0046) has used RDP to move laterally in victim environments.(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0008,Lateral Movement,T1021.004,SSH,[FIN7](https://attack.mitre.org/groups/G0046) has used SSH to move laterally through victim environments.(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0008,Lateral Movement,T1021.005,VNC,[FIN7](https://attack.mitre.org/groups/G0046) has used TightVNC to control compromised hosts.(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0008,Lateral Movement,T1091,Replication Through Removable Media,"[FIN7](https://attack.mitre.org/groups/G0046) actors have mailed USB drives to potential victims containing malware that downloads and installs various backdoors, including in some cases for ransomware operations.(Citation: FBI Flash FIN7 USB)"
G0046,FIN7,TA0002,Execution,T1053,Scheduled Task/Job,nan
G0046,FIN7,TA0003,Persistence,T1053,Scheduled Task/Job,nan
G0046,FIN7,TA0004,Privilege Escalation,T1053,Scheduled Task/Job,nan
G0046,FIN7,TA0002,Execution,T1053.005,Scheduled Task,[FIN7](https://attack.mitre.org/groups/G0046) malware has created scheduled tasks to establish persistence.(Citation: FireEye FIN7 April 2017)(Citation: Morphisec FIN7 June 2017)(Citation: FireEye FIN7 Aug 2018)(Citation: Flashpoint FIN 7 March 2019)
G0046,FIN7,TA0003,Persistence,T1053.005,Scheduled Task,[FIN7](https://attack.mitre.org/groups/G0046) malware has created scheduled tasks to establish persistence.(Citation: FireEye FIN7 April 2017)(Citation: Morphisec FIN7 June 2017)(Citation: FireEye FIN7 Aug 2018)(Citation: Flashpoint FIN 7 March 2019)
G0046,FIN7,TA0004,Privilege Escalation,T1053.005,Scheduled Task,[FIN7](https://attack.mitre.org/groups/G0046) malware has created scheduled tasks to establish persistence.(Citation: FireEye FIN7 April 2017)(Citation: Morphisec FIN7 June 2017)(Citation: FireEye FIN7 Aug 2018)(Citation: Flashpoint FIN 7 March 2019)
G0046,FIN7,TA0006,Credential Access,T1558,Steal or Forge Kerberos Tickets,nan
G0046,FIN7,TA0006,Credential Access,T1558.003,Kerberoasting,"[FIN7](https://attack.mitre.org/groups/G0046) has used Kerberoasting PowerShell commands such as, `Invoke-Kerberoast` for credential access and to enable lateral movement.(Citation: CrowdStrike Carbon Spider August 2021)(Citation: Mandiant FIN7 Apr 2022)"
G0046,FIN7,TA0005,Defense Evasion,T1553,Subvert Trust Controls,nan
G0046,FIN7,TA0005,Defense Evasion,T1553.002,Code Signing,"[FIN7](https://attack.mitre.org/groups/G0046) has signed [Carbanak](https://attack.mitre.org/software/S0030) payloads with legally purchased code signing certificates. [FIN7](https://attack.mitre.org/groups/G0046) has also digitally signed their phishing documents, backdoors and other staging tools to bypass security controls.(Citation: FireEye CARBANAK June 2017)(Citation: FireEye FIN7 Aug 2018)"
G0046,FIN7,TA0005,Defense Evasion,T1218,System Binary Proxy Execution,nan
G0046,FIN7,TA0005,Defense Evasion,T1218.005,Mshta,[FIN7](https://attack.mitre.org/groups/G0046) has used mshta.exe to execute VBScript to execute malicious code on victim systems.(Citation: FireEye FIN7 April 2017)
G0046,FIN7,TA0005,Defense Evasion,T1218.011,Rundll32,[FIN7](https://attack.mitre.org/groups/G0046) has used `rundll32.exe` to execute malware on a compromised network.(Citation: Mandiant FIN7 Apr 2022)
G0046,FIN7,TA0007,Discovery,T1033,System Owner/User Discovery,[FIN7](https://attack.mitre.org/groups/G0046) has used the command `cmd.exe /C quser` to collect user session information.(Citation: Mandiant FIN7 Apr 2022)
G0046,FIN7,TA0002,Execution,T1204,User Execution,nan
G0046,FIN7,TA0002,Execution,T1204.001,Malicious Link,[FIN7](https://attack.mitre.org/groups/G0046) has used malicious links to lure victims into downloading malware.(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0002,Execution,T1204.002,Malicious File,[FIN7](https://attack.mitre.org/groups/G0046) lured victims to double-click on images in the attachments they sent which would then execute the hidden LNK file.(Citation: FireEye FIN7 April 2017)(Citation: eSentire FIN7 July 2021)(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0003,Persistence,T1078,Valid Accounts,[FIN7](https://attack.mitre.org/groups/G0046) has harvested valid administrative credentials for lateral movement.(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0004,Privilege Escalation,T1078,Valid Accounts,[FIN7](https://attack.mitre.org/groups/G0046) has harvested valid administrative credentials for lateral movement.(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0005,Defense Evasion,T1078,Valid Accounts,[FIN7](https://attack.mitre.org/groups/G0046) has harvested valid administrative credentials for lateral movement.(Citation: CrowdStrike Carbon Spider August 2021)
G0046,FIN7,TA0003,Persistence,T1078.003,Local Accounts,[FIN7](https://attack.mitre.org/groups/G0046) has used compromised credentials for access as SYSTEM on Exchange servers.(Citation: Microsoft Ransomware as a Service)
G0046,FIN7,TA0004,Privilege Escalation,T1078.003,Local Accounts,[FIN7](https://attack.mitre.org/groups/G0046) has used compromised credentials for access as SYSTEM on Exchange servers.(Citation: Microsoft Ransomware as a Service)
G0046,FIN7,TA0005,Defense Evasion,T1078.003,Local Accounts,[FIN7](https://attack.mitre.org/groups/G0046) has used compromised credentials for access as SYSTEM on Exchange servers.(Citation: Microsoft Ransomware as a Service)
G0046,FIN7,TA0005,Defense Evasion,T1497,Virtualization/Sandbox Evasion,nan
G0046,FIN7,TA0007,Discovery,T1497,Virtualization/Sandbox Evasion,nan
G0046,FIN7,TA0005,Defense Evasion,T1497.002,User Activity Based Checks,[FIN7](https://attack.mitre.org/groups/G0046) used images embedded into document lures that only activate the payload when a user double clicks to avoid sandboxes.(Citation: FireEye FIN7 April 2017)
G0046,FIN7,TA0007,Discovery,T1497.002,User Activity Based Checks,[FIN7](https://attack.mitre.org/groups/G0046) used images embedded into document lures that only activate the payload when a user double clicks to avoid sandboxes.(Citation: FireEye FIN7 April 2017)
G0046,FIN7,TA0002,Execution,T1047,Windows Management Instrumentation,[FIN7](https://attack.mitre.org/groups/G0046) has used WMI to install malware on targeted systems.(Citation: eSentire FIN7 July 2021)
G0061,FIN8,TA0004,Privilege Escalation,T1134,Access Token Manipulation,nan
G0061,FIN8,TA0005,Defense Evasion,T1134,Access Token Manipulation,nan
G0061,FIN8,TA0004,Privilege Escalation,T1134.001,Token Impersonation/Theft,[FIN8](https://attack.mitre.org/groups/G0061) has used a malicious framework designed to impersonate the lsass.exe/vmtoolsd.exe token.(Citation: Bitdefender FIN8 July 2021)(Citation: Symantec FIN8 Jul 2023)
G0061,FIN8,TA0005,Defense Evasion,T1134.001,Token Impersonation/Theft,[FIN8](https://attack.mitre.org/groups/G0061) has used a malicious framework designed to impersonate the lsass.exe/vmtoolsd.exe token.(Citation: Bitdefender FIN8 July 2021)(Citation: Symantec FIN8 Jul 2023)
G0061,FIN8,TA0002,Execution,T1059,Command and Scripting Interpreter,nan
G0061,FIN8,TA0002,Execution,T1059.001,PowerShell,[FIN8](https://attack.mitre.org/groups/G0061)'s malicious spearphishing payloads are executed as [PowerShell](https://attack.mitre.org/techniques/T1059/001). [FIN8](https://attack.mitre.org/groups/G0061) has also used [PowerShell](https://attack.mitre.org/techniques/T1059/001) for lateral movement and credential access.(Citation: FireEye Obfuscation June 2017)(Citation: Bitdefender FIN8 July 2021)(Citation: FireEye Know Your Enemy FIN8 Aug 2016)(Citation: Symantec FIN8 Jul 2023)
G0061,FIN8,TA0002,Execution,T1059.003,Windows Command Shell,[FIN8](https://attack.mitre.org/groups/G0061) has used a Batch file to automate frequently executed post compromise cleanup activities.(Citation: FireEye Know Your Enemy FIN8 Aug 2016) [FIN8](https://attack.mitre.org/groups/G0061) has also executed commands remotely via `cmd.exe`.(Citation: FireEye Obfuscation June 2017)(Citation: Bitdefender FIN8 July 2021)(Citation: Symantec FIN8 Jul 2023)
G0061,FIN8,TA0007,Discovery,T1482,Domain Trust Discovery,[FIN8](https://attack.mitre.org/groups/G0061) has retrieved a list of trusted domains by using nltest.exe /domain_trusts.(Citation: Bitdefender FIN8 July 2021)
G0061,FIN8,TA0003,Persistence,T1546,Event Triggered Execution,nan
G0061,FIN8,TA0004,Privilege Escalation,T1546,Event Triggered Execution,nan
G0061,FIN8,TA0003,Persistence,T1546.003,Windows Management Instrumentation Event Subscription,[FIN8](https://attack.mitre.org/groups/G0061) has used WMI event subscriptions for persistence.(Citation: Bitdefender FIN8 July 2021)
G0061,FIN8,TA0004,Privilege Escalation,T1546.003,Windows Management Instrumentation Event Subscription,[FIN8](https://attack.mitre.org/groups/G0061) has used WMI event subscriptions for persistence.(Citation: Bitdefender FIN8 July 2021)
G0061,FIN8,TA0004,Privilege Escalation,T1068,Exploitation for Privilege Escalation,[FIN8](https://attack.mitre.org/groups/G0061) has exploited the CVE-2016-0167 local vulnerability.(Citation: FireEye Fin8 May 2016)(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0005,Defense Evasion,T1070,Indicator Removal,nan
G0061,FIN8,TA0005,Defense Evasion,T1070.001,Clear Windows Event Logs,[FIN8](https://attack.mitre.org/groups/G0061) has cleared logs during post compromise cleanup activities.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0005,Defense Evasion,T1070.004,File Deletion,[FIN8](https://attack.mitre.org/groups/G0061) has deleted tmp and prefetch files during post compromise cleanup activities. [FIN8](https://attack.mitre.org/groups/G0061) has also deleted PowerShell scripts to evade detection on compromised machines.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)(Citation: Symantec FIN8 Jul 2023)
G0061,FIN8,TA0005,Defense Evasion,T1112,Modify Registry,[FIN8](https://attack.mitre.org/groups/G0061) has deleted Registry keys during post compromise cleanup activities.(Citation: FireEye Know Your Enemy FIN8 Aug 2016)
G0061,FIN8,TA0005,Defense Evasion,T1027,Obfuscated Files or Information,nan
